Anio,Cveestado,Nomestado,Cveddr,Nomddr,Cvempio,Nommunicipio,Cveespecie,Nomespecie,Cveproducto,Nomproducto,Volumen,Peso,Precio,Valor,Asacrificado
2006,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Abeja,7,Miel,95.000,0.000,25.07,2381.650,0
2006,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Ave     ,1,Carne,29822.430,1.581,14.83,442297.448,18857732
2006,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Ave     ,4,Huevo-plato,2681.374,0.000,8.37,22439.739,0
2006,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Ave     ,8,Ganado en pie,38847.675,2.060,11.76,456674.132,0
2006,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,4,Bovino,1,Carne,5002.291,212.430,29.35,146794.587,23548
2006,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,4,Bovino,3,Ganado en pie,9227.778,391.871,17.90,165133.710,0
2006,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,4,Bovino,6,Leche,84404.617,0.000,3.58,302040.021,0
2006,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,6,Caprino,1,Carne,92.722,17.505,37.59,3485.635,5297
2006,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,6,Caprino,3,Ganado en pie,185.707,35.059,16.47,3057.799,0
2006,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,12,Ovino,1,Carne,219.529,22.548,41.96,9211.883,9736
2006,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,12,Ovino,3,Ganado en pie,408.053,41.912,20.77,8475.206,0
2006,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,14,Porcino,1,Carne,1312.109,77.916,29.50,38705.365,16840
2006,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,14,Porcino,3,Ganado en pie,1724.539,102.407,13.98,24107.044,0
2006,1,Aguascalientes,1,Aguascalientes,2,Asientos,1,Abeja,7,Miel,30.000,0.000,25.34,760.080,0
2006,1,Aguascalientes,1,Aguascalientes,2,Asientos,3,Ave     ,1,Carne,12803.151,1.573,14.82,189720.733,8141220
2006,1,Aguascalientes,1,Aguascalientes,2,Asientos,3,Ave     ,4,Huevo-plato,1094.488,0.000,8.41,9208.953,0
2006,1,Aguascalientes,1,Aguascalientes,2,Asientos,3,Ave     ,8,Ganado en pie,16761.304,2.059,11.75,196980.537,0
2006,1,Aguascalientes,1,Aguascalientes,2,Asientos,4,Bovino,1,Carne,413.875,211.053,29.75,12311.989,1961
2006,1,Aguascalientes,1,Aguascalientes,2,Asientos,4,Bovino,3,Ganado en pie,768.633,391.960,17.90,13758.041,0
2006,1,Aguascalientes,1,Aguascalientes,2,Asientos,4,Bovino,6,Leche,38365.999,0.000,3.52,135202.693,0
2006,1,Aguascalientes,1,Aguascalientes,2,Asientos,6,Caprino,1,Carne,13.074,17.479,37.56,491.057,748
2006,1,Aguascalientes,1,Aguascalientes,2,Asientos,6,Caprino,3,Ganado en pie,26.270,35.121,16.45,432.161,0
2006,1,Aguascalientes,1,Aguascalientes,2,Asientos,12,Ovino,1,Carne,40.822,22.616,41.98,1713.732,1805
2006,1,Aguascalientes,1,Aguascalientes,2,Asientos,12,Ovino,3,Ganado en pie,74.012,41.004,20.59,1524.002,0
2006,1,Aguascalientes,1,Aguascalientes,2,Asientos,14,Porcino,1,Carne,1886.350,78.588,29.24,55160.316,24003
2006,1,Aguascalientes,1,Aguascalientes,2,Asientos,14,Porcino,3,Ganado en pie,2463.009,102.613,13.85,34121.578,0
2006,1,Aguascalientes,1,Aguascalientes,3,Calvillo,1,Abeja,7,Miel,8.000,0.000,25.00,199.976,0
2006,1,Aguascalientes,1,Aguascalientes,3,Calvillo,4,Bovino,1,Carne,251.062,210.094,29.51,7408.347,1195
2006,1,Aguascalientes,1,Aguascalientes,3,Calvillo,4,Bovino,3,Ganado en pie,468.431,391.992,17.92,8395.027,0
2006,1,Aguascalientes,1,Aguascalientes,3,Calvillo,4,Bovino,6,Leche,30616.670,0.000,3.52,107745.585,0
2006,1,Aguascalientes,1,Aguascalientes,3,Calvillo,6,Caprino,1,Carne,0.573,17.364,37.64,21.570,33
2006,1,Aguascalientes,1,Aguascalientes,3,Calvillo,6,Caprino,3,Ganado en pie,1.154,34.984,16.45,18.990,0
2006,1,Aguascalientes,1,Aguascalientes,3,Calvillo,12,Ovino,1,Carne,1.836,22.950,42.06,77.213,80
2006,1,Aguascalientes,1,Aguascalientes,3,Calvillo,12,Ovino,3,Ganado en pie,3.346,41.825,20.71,69.278,0
2006,1,Aguascalientes,1,Aguascalientes,3,Calvillo,14,Porcino,1,Carne,106.956,77.561,29.14,3116.156,1379
2006,1,Aguascalientes,1,Aguascalientes,3,Calvillo,14,Porcino,3,Ganado en pie,141.354,102.505,14.16,2000.799,0
2006,1,Aguascalientes,1,Aguascalientes,4,Cosío,1,Abeja,7,Miel,17.000,0.000,25.32,430.423,0
2006,1,Aguascalientes,1,Aguascalientes,4,Cosío,3,Ave     ,1,Carne,3326.033,1.574,14.47,48129.026,2113000
2006,1,Aguascalientes,1,Aguascalientes,4,Cosío,3,Ave     ,4,Huevo-plato,19.284,0.000,8.27,159.559,0
2006,1,Aguascalientes,1,Aguascalientes,4,Cosío,3,Ave     ,8,Ganado en pie,4403.285,2.084,11.67,51403.005,0
2006,1,Aguascalientes,1,Aguascalientes,4,Cosío,4,Bovino,1,Carne,1798.782,211.996,29.73,53475.949,8485
2006,1,Aguascalientes,1,Aguascalientes,4,Cosío,4,Bovino,3,Ganado en pie,3325.354,391.910,17.90,59512.385,0
2006,1,Aguascalientes,1,Aguascalientes,4,Cosío,4,Bovino,6,Leche,23019.935,0.000,4.58,105495.215,0
2006,1,Aguascalientes,1,Aguascalientes,4,Cosío,6,Caprino,1,Carne,1.101,17.203,37.32,41.085,64
2006,1,Aguascalientes,1,Aguascalientes,4,Cosío,6,Caprino,3,Ganado en pie,2.242,35.026,16.50,36.993,0
2006,1,Aguascalientes,1,Aguascalientes,4,Cosío,12,Ovino,1,Carne,3.288,22.676,42.05,138.246,145
2006,1,Aguascalientes,1,Aguascalientes,4,Cosío,12,Ovino,3,Ganado en pie,6.126,42.248,20.64,126.454,0
2006,1,Aguascalientes,1,Aguascalientes,4,Cosío,14,Porcino,1,Carne,129.919,77.517,29.35,3812.960,1676
2006,1,Aguascalientes,1,Aguascalientes,4,Cosío,14,Porcino,3,Ganado en pie,171.463,102.305,13.95,2391.532,0
2006,1,Aguascalientes,1,Aguascalientes,5,Jesús María,1,Abeja,7,Miel,34.000,0.000,25.14,854.692,0
2006,1,Aguascalientes,1,Aguascalientes,5,Jesús María,3,Ave     ,1,Carne,3870.154,1.582,14.53,56227.753,2446451
2006,1,Aguascalientes,1,Aguascalientes,5,Jesús María,3,Ave     ,4,Huevo-plato,77.555,0.000,8.37,648.720,0
2006,1,Aguascalientes,1,Aguascalientes,5,Jesús María,3,Ave     ,8,Ganado en pie,5033.275,2.057,11.75,59114.671,0
2006,1,Aguascalientes,1,Aguascalientes,5,Jesús María,4,Bovino,1,Carne,1970.203,213.041,29.71,58527.248,9248
2006,1,Aguascalientes,1,Aguascalientes,5,Jesús María,4,Bovino,3,Ganado en pie,3623.806,391.848,17.89,64832.117,0
2006,1,Aguascalientes,1,Aguascalientes,5,Jesús María,4,Bovino,6,Leche,42076.067,0.000,3.52,148107.231,0
2006,1,Aguascalientes,1,Aguascalientes,5,Jesús María,6,Caprino,1,Carne,7.121,17.496,37.79,269.094,407
2006,1,Aguascalientes,1,Aguascalientes,5,Jesús María,6,Caprino,3,Ganado en pie,14.138,34.737,16.46,232.755,0
2006,1,Aguascalientes,1,Aguascalientes,5,Jesús María,12,Ovino,1,Carne,20.931,22.555,41.96,878.309,928
2006,1,Aguascalientes,1,Aguascalientes,5,Jesús María,12,Ovino,3,Ganado en pie,38.808,41.819,20.70,803.127,0
2006,1,Aguascalientes,1,Aguascalientes,5,Jesús María,14,Porcino,1,Carne,878.644,78.331,29.38,25818.089,11217
2006,1,Aguascalientes,1,Aguascalientes,5,Jesús María,14,Porcino,3,Ganado en pie,1152.155,102.715,14.00,16134.475,0
2006,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,1,Abeja,7,Miel,46.000,0.000,24.88,1144.618,0
2006,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,3,Ave     ,1,Carne,34135.373,1.586,14.64,499574.025,21528953
2006,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,3,Ave     ,4,Huevo-plato,494.473,0.000,8.65,4276.254,0
2006,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,3,Ave     ,8,Ganado en pie,44459.508,2.065,11.70,520068.139,0
2006,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,4,Bovino,1,Carne,819.310,211.872,29.73,24358.441,3867
2006,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,4,Bovino,3,Ganado en pie,1515.510,391.908,17.89,27112.909,0
2006,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,4,Bovino,6,Leche,30768.146,0.000,4.44,136495.023,0
2006,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,6,Caprino,1,Carne,6.802,17.486,37.59,255.659,389
2006,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,6,Caprino,3,Ganado en pie,13.449,34.572,16.59,223.049,0
2006,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,12,Ovino,1,Carne,70.736,22.542,42.04,2973.505,3138
2006,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,12,Ovino,3,Ganado en pie,129.489,41.265,20.75,2686.978,0
2006,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,14,Porcino,1,Carne,2503.921,78.299,29.40,73621.949,31979
2006,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,14,Porcino,3,Ganado en pie,3279.804,102.561,13.96,45789.222,0
2006,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,1,Abeja,7,Miel,37.000,0.000,24.89,921.004,0
2006,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,3,Ave     ,1,Carne,17001.057,1.567,14.70,249944.477,10852653
2006,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,3,Ave     ,4,Huevo-plato,637.809,0.000,8.16,5206.654,0
