area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,TOTAL 2001-2017
Mexico_Tlaxcala_Tetlatlahuca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Tlaxcala_Tlaxcala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Tlaxcala_Tlaxco,28,21,29,30,35,38,23,36,62,40,47,65,11,12,20,9,34,538
Mexico_Tlaxcala_Tocatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Tlaxcala_Totolac,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mexico_Tlaxcala_Tzompantepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Tlaxcala_Xaloztoc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Tlaxcala_Xaltocan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Tlaxcala_Xicohtzinco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Tlaxcala_Yauhquemecan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Tlaxcala_Zacatelco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Tlaxcala_Zitlaltepec de Trinidad Sánchez Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Veracruz_Acajete,0,2,1,1,2,8,3,1,2,6,2,3,1,0,0,0,15,46
Mexico_Veracruz_Acatlán,1,1,1,1,2,3,1,2,2,2,4,2,0,0,1,0,1,23
Mexico_Veracruz_Acayucan,276,278,124,73,394,412,180,340,433,122,391,218,141,51,65,141,188,"3,829"
Mexico_Veracruz_Actopan,38,6,36,6,114,17,6,36,27,23,28,19,43,29,22,52,62,566
Mexico_Veracruz_Acula,5,5,4,13,6,16,25,24,58,12,10,17,4,9,3,5,13,228
Mexico_Veracruz_Acultzingo,8,1,3,3,3,35,5,6,13,23,10,7,12,36,25,29,30,249
Mexico_Veracruz_Alpatláhuac,1,0,0,0,0,1,0,0,1,1,7,1,0,1,2,10,10,36
Mexico_Veracruz_Alto Lucero de Gutiérrez Barrios,27,55,21,9,133,16,13,34,71,15,123,6,38,22,21,95,65,764
Mexico_Veracruz_Altotonga,21,11,27,13,25,50,44,16,56,69,22,48,35,26,24,35,56,578
Mexico_Veracruz_Alvarado,26,21,48,22,188,22,65,47,144,46,28,96,31,13,62,35,33,927
Mexico_Veracruz_Amatitlán,5,6,5,4,4,22,8,8,29,14,10,8,7,7,15,13,12,176
Mexico_Veracruz_Amatitlán de los Reyes,1,0,2,0,8,1,3,3,8,8,8,3,0,2,2,4,17,70
Mexico_Veracruz_Amatlan Tuxpan,33,63,42,137,129,80,122,88,89,107,70,47,62,54,71,109,106,"1,411"
Mexico_Veracruz_Apazapan,0,2,3,0,8,1,2,10,15,12,8,4,7,9,5,18,7,110
Mexico_Veracruz_Aquila,0,1,1,0,0,3,1,3,2,2,0,2,4,7,7,34,10,76
Mexico_Veracruz_Astacinga,5,0,2,1,4,2,3,2,1,8,2,2,2,10,17,10,21,94
Mexico_Veracruz_Atlahuilco,0,1,0,2,0,2,1,0,3,4,1,4,2,7,10,30,21,88
Mexico_Veracruz_Atoyac,2,1,2,0,12,7,1,5,7,8,5,6,4,5,6,11,45,128
Mexico_Veracruz_Atzacan,1,0,1,1,1,1,2,4,5,1,1,1,0,0,5,6,3,34
Mexico_Veracruz_Atzalan,54,96,67,136,96,183,227,63,182,391,143,150,91,75,64,124,222,"2,366"
Mexico_Veracruz_Ayahualulco,3,3,9,3,5,15,7,9,4,18,5,9,3,6,3,5,25,133
Mexico_Veracruz_Banderilla,0,0,0,2,0,3,2,0,1,0,1,0,0,0,0,1,1,11
Mexico_Veracruz_Benito Juárez,84,41,70,367,62,158,374,83,200,111,198,196,88,187,89,261,249,"2,816"
Mexico_Veracruz_Boca del Río,2,9,9,1,3,12,13,10,5,7,7,6,13,5,13,4,4,122
Mexico_Veracruz_Calcahualco,5,1,13,5,3,13,2,12,15,36,10,13,3,9,20,50,69,279
Mexico_Veracruz_Camarón de Tejada,0,0,4,0,24,0,0,1,2,0,0,1,1,1,0,6,2,41
Mexico_Veracruz_Camerino Z. Mendoza,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,3,7,16
Mexico_Veracruz_Carrillo Puerto,1,3,14,2,397,1,3,16,59,7,26,16,33,30,15,97,72,793
Mexico_Veracruz_Castillo de Teayo,83,106,108,116,126,141,163,110,363,173,166,66,164,137,212,228,127,"2,589"
Mexico_Veracruz_Catemaco,24,51,91,89,53,48,41,61,37,37,58,36,49,40,53,46,55,871
Mexico_Veracruz_Cazones de Herrera,21,29,39,57,40,88,67,41,47,49,62,63,161,144,181,208,173,"1,470"
Mexico_Veracruz_Cerro Azul,36,58,8,55,80,51,30,67,33,44,35,50,43,41,39,81,70,823
Mexico_Veracruz_Chacaltianguis,8,9,12,21,30,48,63,35,49,49,30,33,4,6,11,20,35,463
Mexico_Veracruz_Chalma,126,84,25,118,103,174,84,73,65,136,226,95,135,78,83,130,105,"1,841"
Mexico_Veracruz_Chiconamel,47,70,92,83,54,191,28,55,32,42,97,43,92,84,75,93,78,"1,256"
Mexico_Veracruz_Chiconquiaco,1,1,2,0,2,3,4,1,5,3,1,4,0,0,0,1,0,25
Mexico_Veracruz_Chicontepec,636,650,143,690,452,787,770,208,365,604,504,430,401,488,401,862,763,"9,155"
Mexico_Veracruz_Chinameca,10,79,15,23,64,73,35,37,67,27,57,39,108,77,81,53,143,992
Mexico_Veracruz_Chinampa de Gorostiza,34,30,19,48,36,20,36,66,36,58,42,19,53,121,57,66,71,811
Mexico_Veracruz_Chocomán,2,2,2,1,0,3,2,1,2,5,2,4,0,3,13,31,30,104
Mexico_Veracruz_Chontla,301,337,70,319,418,296,225,136,272,130,158,148,143,315,118,110,104,"3,599"
Mexico_Veracruz_Chumatlán,2,2,1,11,4,7,11,3,12,10,11,5,3,3,6,5,2,97
Mexico_Veracruz_Citlaltépetl,111,104,12,70,107,107,21,36,72,40,43,36,45,68,26,26,29,955
Mexico_Veracruz_Coacoatzintla,1,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,1,7
Mexico_Veracruz_Coatepec,7,27,59,60,71,68,72,166,42,34,69,25,10,15,35,69,153,982
Mexico_Veracruz_Coatzacoalcos,54,263,264,267,357,150,224,395,264,74,164,131,101,138,129,179,207,"3,361"
Mexico_Veracruz_Coatzintla,103,100,41,56,86,102,160,65,158,143,103,85,158,89,132,145,160,"1,888"
Mexico_Veracruz_Coetzala,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5
Mexico_Veracruz_Colipa,9,4,3,1,9,12,11,10,12,8,7,8,29,23,14,6,11,176
Mexico_Veracruz_Comapa,2,1,7,0,114,5,5,17,22,5,35,1,4,9,0,12,9,248
Mexico_Veracruz_Cosamaloapan,37,39,45,49,141,66,62,104,100,51,46,47,48,44,43,88,105,"1,116"
Mexico_Veracruz_Cosautlán de Carvajal,0,2,1,5,1,4,2,11,3,3,4,5,2,8,16,38,47,153
Mexico_Veracruz_Coscomatepec,1,1,3,1,1,2,2,1,3,4,3,4,3,5,5,9,23,71
Mexico_Veracruz_Cosoleacaque,13,21,19,25,78,18,22,45,48,38,59,44,71,67,49,78,72,766
Mexico_Veracruz_Cotaxtla,23,17,102,31,468,17,80,69,133,50,67,32,54,47,46,113,89,"1,438"
Mexico_Veracruz_Coxquihi,5,11,7,14,5,21,14,3,15,23,14,10,25,37,24,19,25,272
Mexico_Veracruz_Coyutla,56,123,36,139,82,139,130,62,120,206,120,70,196,109,110,259,145,"2,103"
Mexico_Veracruz_Cuichapa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
Mexico_Veracruz_Cuitláhuac,2,1,4,1,21,5,3,3,4,18,4,7,1,1,4,2,4,84
Mexico_Veracruz_Córdoba,3,1,2,1,1,1,2,3,3,2,4,4,1,2,2,2,16,48
Mexico_Veracruz_Emiliano Zapata,12,14,22,13,96,30,20,118,55,30,46,36,20,54,44,109,76,793
Mexico_Veracruz_Espinal,63,72,49,153,156,102,214,89,129,170,91,62,95,64,71,111,82,"1,774"
Mexico_Veracruz_Filomeno Mata,16,7,4,22,4,13,22,3,20,21,8,10,16,12,7,9,17,211
Mexico_Veracruz_Fortín,1,2,4,1,3,2,4,8,4,3,2,5,1,6,8,9,11,76
Mexico_Veracruz_Gutiérrez Zamora,15,7,2,3,9,11,17,5,11,14,12,12,40,18,16,25,18,237
Mexico_Veracruz_Hidalgotitlán,"1,273",786,573,475,"2,385",296,937,382,568,267,782,574,425,392,405,673,744,"11,936"
Mexico_Veracruz_Huatusco,4,5,8,8,8,10,7,18,21,14,17,14,7,22,40,65,88,356
Mexico_Veracruz_Huayacocotla,59,14,33,52,58,69,129,112,72,166,116,98,200,147,139,151,167,"1,784"
Mexico_Veracruz_Hueyapan de Ocampo,59,302,61,111,258,237,119,293,118,104,335,106,269,121,93,193,158,"2,938"
Mexico_Veracruz_Huiloapan de Cuauhtémoc,0,0,0,0,0,2,1,0,1,2,0,1,3,10,8,8,6,42
Mexico_Veracruz_Ignacio de la Llave,13,8,12,22,34,6,16,16,26,10,19,10,4,16,24,29,19,285
Mexico_Veracruz_Ilamatlán,24,9,32,70,23,66,84,22,51,57,68,85,58,60,48,59,159,974
Mexico_Veracruz_Isla,66,65,41,39,150,103,138,110,189,138,105,183,47,38,94,138,173,"1,818"
Mexico_Veracruz_Ixcatepec,125,117,49,180,217,99,183,86,76,139,110,144,159,213,119,166,185,"2,368"
Mexico_Veracruz_Ixhuacán de los Reyes,3,3,5,4,3,12,6,7,5,13,5,9,1,2,3,14,23,116
Mexico_Veracruz_Ixhuatlancillo,2,0,0,1,2,1,1,2,5,4,1,2,0,1,1,2,3,28
Mexico_Veracruz_Ixhuatlán de Madero,254,166,107,276,146,329,580,145,405,258,258,203,356,286,217,456,385,"4,826"
Mexico_Veracruz_Ixhuatlán del Café,3,6,3,3,7,6,5,7,10,11,6,10,7,17,21,29,65,216
Mexico_Veracruz_Ixhuatlán del Sureste,15,20,16,16,21,43,67,28,43,19,38,76,23,68,43,51,35,622
Mexico_Veracruz_Ixmatlahuacan,31,65,8,19,61,28,17,15,103,57,32,6,8,12,36,17,22,537
Mexico_Veracruz_Ixtaczoquitlán,1,1,2,2,1,3,7,2,5,3,1,3,1,1,8,2,8,53
Mexico_Veracruz_Jalancingo,11,17,20,16,21,59,62,34,40,106,25,31,25,21,31,30,58,607
Mexico_Veracruz_Jalcomulco,1,7,2,3,10,3,7,43,29,5,14,5,4,5,8,16,22,184
Mexico_Veracruz_Jamapa,37,34,59,26,174,32,61,62,93,25,17,18,31,27,69,60,83,909
Mexico_Veracruz_Jesús Carranza,974,744,475,264,"1,935",309,590,907,605,355,"1,877",282,881,487,324,899,570,"12,479"
Mexico_Veracruz_Jilotepec,0,1,0,2,2,4,1,2,3,1,6,0,0,0,0,0,1,24
Mexico_Veracruz_José Azueta,84,50,56,60,170,114,257,104,297,235,157,221,59,98,48,89,130,"2,229"
Mexico_Veracruz_Juan Rodríguez Clara,622,473,324,281,549,550,450,658,336,343,920,329,288,167,181,306,429,"7,204"
Mexico_Veracruz_Juchique de Ferrer,7,24,5,5,12,13,13,8,20,21,26,9,26,12,7,20,25,252
Mexico_Veracruz_Jáltipan,34,30,100,26,107,18,40,63,68,66,119,49,82,26,32,33,98,991
Mexico_Veracruz_La Antigua,19,1,19,15,20,8,8,11,5,19,6,2,6,3,3,9,42,196
Mexico_Veracruz_La Perla,3,0,6,2,0,9,2,3,4,8,3,8,1,4,3,6,13,75
Mexico_Veracruz_Landero y Coss,0,0,0,1,0,3,2,1,2,4,1,2,0,0,0,0,0,15
Mexico_Veracruz_Las Choapas,"1,961","2,961","1,855","2,309","4,779","2,075","5,668","2,271","2,809","1,678","3,192","1,087","3,174","2,477","2,854","3,023","3,207","47,380"
Mexico_Veracruz_Las Minas,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,7
Mexico_Veracruz_Las Vigas de Ramírez,4,2,7,2,2,6,5,2,11,12,12,3,1,2,0,6,3,79
Mexico_Veracruz_Lerdo de Tejada,2,2,2,3,3,20,10,6,10,8,5,6,13,37,21,11,9,168
Mexico_Veracruz_Los Reyes,5,1,3,0,2,1,0,1,1,2,2,1,1,0,2,1,5,28
Mexico_Veracruz_Magdalena,0,1,0,0,0,1,1,0,2,0,1,1,0,1,1,2,13,24
Mexico_Veracruz_Maltrata,0,0,2,5,0,3,0,3,4,3,1,1,3,2,4,11,4,46
Mexico_Veracruz_Manlio Fabio Altamirano,14,18,37,15,88,3,27,40,39,9,26,10,17,13,15,25,15,409
Mexico_Veracruz_Mariano Escobedo,0,0,1,0,0,2,1,0,2,5,1,2,0,1,0,1,0,17
Mexico_Veracruz_Martínez de la Torre,63,223,83,124,125,332,155,149,458,324,208,77,94,53,95,103,230,"2,897"
Mexico_Veracruz_Mecatlán,28,23,15,65,14,50,37,13,40,60,17,36,20,11,20,18,11,477
Mexico_Veracruz_Mecayapan,43,144,69,132,179,60,24,94,54,20,78,71,62,76,76,103,121,"1,407"
Mexico_Veracruz_Medellín,15,15,13,57,46,21,26,14,18,22,13,11,4,10,11,38,8,342
Mexico_Veracruz_Mihuatlán,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,5
Mexico_Veracruz_Minatitlán,"1,763","1,635","1,579","1,243","3,560",983,"3,895","1,361","1,214",760,"1,285",700,866,961,791,"1,308","1,384","25,289"
Mexico_Veracruz_Misantla,18,42,32,41,55,91,89,39,73,55,33,78,114,65,107,92,139,"1,164"
Mexico_Veracruz_Mixtla de Altamirano,0,6,1,2,0,2,1,0,1,3,4,3,6,3,5,6,18,63
Mexico_Veracruz_Moloacán,159,161,260,167,391,179,489,196,315,83,221,108,210,225,124,273,248,"3,810"
Mexico_Veracruz_Naolinco,2,2,1,0,2,10,1,1,8,1,6,1,0,1,1,2,4,42
Mexico_Veracruz_Naranjal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
Mexico_Veracruz_Nautla,32,16,3,26,21,12,27,6,35,6,14,9,56,65,89,132,70,618
Mexico_Veracruz_Nogales,1,0,1,0,0,9,2,3,4,4,12,2,1,5,10,3,10,66
Mexico_Veracruz_Oluta,14,35,26,8,114,16,17,42,47,15,37,19,25,20,9,18,11,473
Mexico_Veracruz_Omealca,1,1,2,0,26,4,3,2,5,2,3,4,4,5,2,7,7,78
Mexico_Veracruz_Orizaba,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,6
Mexico_Veracruz_Otatitlán,2,1,0,1,2,2,2,5,5,3,5,1,5,2,0,2,1,39
Mexico_Veracruz_Oteapan,2,5,6,7,14,2,14,10,4,3,8,16,25,9,8,11,26,171
Mexico_Veracruz_Ozuluama,"1,981",880,"1,190","1,639","2,410","1,973","1,277","1,493","1,267",768,"1,608",547,"1,206","1,008",577,558,603,"20,986"
Mexico_Veracruz_Pajapan,64,745,160,195,520,94,113,91,223,88,230,53,63,100,88,103,122,"3,053"
Mexico_Veracruz_Papantla,199,174,143,244,168,381,497,203,375,365,299,289,581,451,649,716,552,"6,286"
Mexico_Veracruz_Paso de Ovejas,5,5,17,6,39,7,15,8,17,6,14,3,15,10,6,15,20,210
Mexico_Veracruz_Paso del Macho,0,0,1,0,42,0,0,2,4,0,2,1,2,3,2,8,8,76
Mexico_Veracruz_Perote,20,30,33,21,45,56,62,68,80,53,77,39,49,47,63,67,76,885
Mexico_Veracruz_Platón Sánchez,37,62,42,75,81,202,48,56,47,38,160,122,153,152,53,52,109,"1,488"
Mexico_Veracruz_Playa Vicente,734,"1,171",682,232,"1,243",486,802,459,646,408,"1,924",180,455,391,442,799,895,"11,948"
Mexico_Veracruz_Poza Rica de Hidalgo,18,9,9,4,5,18,16,5,11,11,15,14,16,20,25,13,10,217
Mexico_Veracruz_Progreso de Zaragoza,25,24,15,55,13,38,35,15,50,41,22,7,24,16,50,49,25,508
Mexico_Veracruz_Pueblo Viejo,65,16,24,41,63,48,20,53,59,30,34,38,19,16,22,68,117,734
Mexico_Veracruz_Puente Nacional,3,3,7,1,20,1,4,4,19,9,6,5,10,14,4,10,14,134
Mexico_Veracruz_Pánuco,709,145,464,651,565,560,809,423,423,295,327,428,386,287,194,279,551,"7,498"
Mexico_Veracruz_Rafael Delgado,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,4
Mexico_Veracruz_Rafael Lucio,1,1,1,1,2,8,1,0,2,0,3,1,0,0,2,2,5,29
Mexico_Veracruz_Río Blanco,1,2,1,3,1,5,4,2,5,4,0,1,0,3,2,1,1,35
Mexico_Veracruz_Saltabarranca,3,4,10,7,13,6,41,4,16,30,4,19,34,25,45,44,63,366
Mexico_Veracruz_San Andrés Tenejapan,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,5
Mexico_Veracruz_San Andrés Tuxtla,26,61,57,70,92,44,68,94,36,38,64,75,140,67,59,83,125,"1,199"
Mexico_Veracruz_San Juan Evangelista,241,205,145,39,284,418,94,466,152,93,470,298,127,72,42,126,88,"3,361"
Mexico_Veracruz_Santiago Tuxtla,35,81,50,57,137,51,114,133,139,87,94,77,163,112,90,224,232,"1,876"
Mexico_Veracruz_Sayula de Alemán,117,91,79,36,274,99,74,91,81,34,121,95,111,101,92,118,82,"1,696"
Mexico_Veracruz_Sochiapa,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,5,4,19
Mexico_Veracruz_Soconusco,9,20,15,6,54,14,27,16,9,18,24,17,102,32,32,72,45,509
Mexico_Veracruz_Soledad Atzompa,1,2,3,3,5,27,7,13,18,26,17,8,7,35,25,42,31,269
Mexico_Veracruz_Soledad de Doblado,2,2,10,2,60,6,9,3,13,4,6,3,16,20,10,32,28,228
Mexico_Veracruz_Soteapan,75,169,165,191,236,89,64,144,107,53,160,197,227,124,117,187,246,"2,549"
Mexico_Veracruz_Tamalín,140,191,159,177,139,132,117,165,199,191,173,81,174,174,171,200,173,"2,757"
Mexico_Veracruz_Tamiahua,261,404,247,330,631,239,285,459,436,501,357,208,342,430,479,514,439,"6,561"
Mexico_Veracruz_Tampico Alto,376,170,195,224,332,407,195,350,330,163,226,227,148,231,213,190,278,"4,256"
Mexico_Veracruz_Tancoco,71,155,85,166,194,85,118,199,139,163,145,151,139,212,224,208,204,"2,658"
Mexico_Veracruz_Tantima,96,215,82,233,243,102,95,192,210,125,109,125,161,323,158,190,197,"2,856"
Mexico_Veracruz_Tantoyuca,"1,457",881,464,"1,989","2,380","1,903","2,419",829,"1,260","1,051","1,298","1,916","1,605","1,236",881,901,970,"23,438"
Mexico_Veracruz_Tatatila,2,0,3,1,3,1,2,2,1,1,3,4,1,1,0,7,6,37
Mexico_Veracruz_Tecolutla,28,38,22,33,60,212,142,42,96,100,78,35,145,102,144,121,165,"1,563"
Mexico_Veracruz_Tehuipango,3,6,4,6,2,3,1,5,5,8,3,12,18,19,38,89,98,321
Mexico_Veracruz_Temapache,452,684,372,558,994,"1,065",907,646,990,926,693,459,740,739,786,"1,105",937,"13,054"
Mexico_Veracruz_Tempoal,"1,218",228,306,910,"1,292","1,155","1,029",833,676,655,"1,498",671,903,571,465,857,978,"14,247"
Mexico_Veracruz_Tenampa,0,0,0,1,1,0,0,3,1,1,3,3,1,1,0,14,17,45
Mexico_Veracruz_Tenochtitlán,4,3,3,2,8,5,5,4,10,15,2,5,3,4,2,6,5,85
Mexico_Veracruz_Teocelo,1,2,3,1,4,3,3,8,5,0,1,4,1,4,4,22,19,86
Mexico_Veracruz_Tepatlaxco,0,0,2,0,2,1,0,1,3,0,2,0,0,0,0,5,4,20
Mexico_Veracruz_Tepetlán,5,7,2,2,4,10,2,4,10,0,21,2,1,3,0,3,7,83
Mexico_Veracruz_Tepetzintla,82,88,55,69,166,176,47,105,38,68,38,71,65,113,80,154,135,"1,550"
Mexico_Veracruz_Tequila,3,3,2,3,1,4,1,3,3,5,2,7,6,7,13,10,48,122
Mexico_Veracruz_Texcatepec,42,10,29,42,27,52,53,40,51,64,80,98,126,104,60,168,84,"1,130"
Mexico_Veracruz_Texhuacán,3,0,1,0,1,1,2,3,3,4,1,2,1,3,1,3,8,38
Mexico_Veracruz_Texistepec,58,78,57,24,225,46,20,124,135,72,123,80,296,171,59,149,144,"1,860"
Mexico_Veracruz_Tezonapa,15,16,20,13,36,20,12,46,60,48,62,42,21,26,27,45,81,590
Mexico_Veracruz_Tierra Blanca,38,44,125,45,368,58,77,196,283,98,226,82,173,119,153,265,344,"2,694"
Mexico_Veracruz_Tihuatlán,64,109,70,88,106,210,191,124,357,154,205,88,222,181,213,191,179,"2,752"
Mexico_Veracruz_Tlachichilco,76,44,69,104,82,154,172,53,146,94,248,132,276,141,189,250,259,"2,490"
Mexico_Veracruz_Tlacolulan,2,0,4,1,4,5,3,1,2,1,3,4,0,0,0,1,3,34
Mexico_Veracruz_Tlacotalpan,29,37,11,7,19,14,25,5,45,27,4,14,24,13,15,13,23,324
Mexico_Veracruz_Tlacotepec de Mejía,0,0,13,0,80,11,1,15,34,3,35,1,1,4,2,9,11,220
Mexico_Veracruz_Tlajocalpan,2,1,1,2,4,2,3,5,7,12,7,1,1,0,1,1,3,53
Mexico_Veracruz_Tlalixcoyan,46,30,68,28,284,26,76,108,134,63,103,186,64,66,88,117,98,"1,584"
Mexico_Veracruz_Tlalnelhuayocan,1,5,25,3,4,18,5,4,20,24,9,6,0,0,4,1,2,130
Mexico_Veracruz_Tlaltetela,5,3,27,5,21,21,11,42,58,18,36,14,18,30,42,97,168,616
Mexico_Veracruz_Tlapacoyan,49,70,57,93,56,159,103,57,112,192,107,43,18,17,21,39,72,"1,264"
Mexico_Veracruz_Tlaquilpan,1,1,2,1,0,2,1,1,6,2,2,2,2,4,4,4,2,35
Mexico_Veracruz_Tlilapan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,8
Mexico_Veracruz_Tomatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,10
Mexico_Veracruz_Tonayán,0,1,1,0,0,2,2,2,0,1,1,2,0,1,1,1,0,15
Mexico_Veracruz_Totutla,6,1,7,1,11,15,1,23,19,2,20,3,1,4,5,31,39,190
Mexico_Veracruz_Tuxpan,205,289,103,157,236,234,185,133,243,183,218,159,317,344,403,436,384,"4,229"
Mexico_Veracruz_Tuxtilla,3,1,2,5,4,25,37,11,29,20,7,18,2,5,4,14,4,191
Mexico_Veracruz_Vega de Alatorre,7,16,4,3,24,10,29,9,38,16,34,15,48,10,25,82,65,435
Mexico_Veracruz_Veracruz,5,0,5,2,20,7,28,26,8,2,1,7,3,3,3,14,6,141
Mexico_Veracruz_Villa Aldama,2,2,7,3,4,9,5,8,7,10,6,7,4,1,1,3,10,90
Mexico_Veracruz_Xalapa,2,8,10,9,29,40,8,16,33,34,44,6,4,12,6,14,19,294
Mexico_Veracruz_Xico,13,15,17,25,14,50,27,40,19,41,29,40,6,6,26,32,44,445
Mexico_Veracruz_Xoxocotla,1,0,1,2,0,4,3,1,6,4,1,1,1,9,15,13,9,71
Mexico_Veracruz_Yanga,1,0,3,1,6,2,1,4,6,13,5,5,1,1,5,5,10,68
Mexico_Veracruz_Yecuatla,4,6,4,14,4,9,12,10,17,6,3,10,29,7,8,17,15,173
Mexico_Veracruz_Zacualpan,15,11,14,33,37,31,36,31,44,61,59,75,56,38,31,76,67,716
Mexico_Veracruz_Zaragoza,7,3,7,3,14,1,11,13,8,3,15,24,12,9,2,15,14,160
Mexico_Veracruz_Zentla,0,1,11,0,46,8,5,20,14,2,11,2,6,10,1,88,22,248
Mexico_Veracruz_Zongolica,3,6,4,5,4,15,4,6,9,11,9,8,17,15,22,54,99,291
Mexico_Veracruz_Zontecomatlán,18,8,35,39,26,44,61,22,50,28,63,72,68,43,36,74,185,872
Mexico_Veracruz_Zozocolco de Hidalgo,4,8,3,12,8,12,19,2,7,31,7,11,16,9,29,52,21,252
Mexico_Veracruz_Ángel R. Cabada,12,25,19,17,17,18,21,14,26,14,15,12,41,47,47,36,98,479
Mexico_Veracruz_Úrsulo Galván,1,1,0,0,1,1,2,0,4,1,2,1,1,2,2,1,1,21
Mexico_Yucatán_Abalá,408,86,149,669,55,178,343,120,522,437,51,50,163,185,302,163,129,"4,011"
Mexico_Yucatán_Acanceh,93,44,112,94,92,102,143,111,896,19,69,23,72,53,57,130,52,"2,160"
Mexico_Yucatán_Akil,53,23,24,62,34,39,44,31,83,154,3,63,36,72,24,68,33,846
Mexico_Yucatán_Baca,56,9,24,34,89,6,21,23,57,0,6,6,1,4,7,19,5,366
Mexico_Yucatán_Bokobá,1,5,2,6,7,20,13,3,19,3,3,0,10,4,12,18,15,144
Mexico_Yucatán_Buctzotz,210,50,78,302,284,107,429,184,451,61,64,251,63,137,221,194,175,"3,260"
Mexico_Yucatán_Cacalchén,2,3,0,6,22,31,5,4,53,6,1,0,7,6,8,30,13,198
Mexico_Yucatán_Calotmul,154,370,211,280,267,232,251,281,183,102,220,205,276,166,250,426,384,"4,259"
Mexico_Yucatán_Cansahcab,106,72,285,259,124,3,133,9,385,4,19,5,17,20,27,31,14,"1,513"
Mexico_Yucatán_Cantamayec,461,413,294,600,283,354,372,251,845,285,249,248,169,216,174,275,218,"5,708"
Mexico_Yucatán_Celestún,26,35,182,33,7,47,25,31,221,40,28,12,15,7,66,80,26,882
Mexico_Yucatán_Cenotillo,"2,951",48,120,677,658,344,502,374,630,195,182,155,240,261,391,422,491,"8,643"
Mexico_Yucatán_Chacsinkín,334,230,75,260,149,97,154,63,301,116,10,66,79,128,67,203,73,"2,404"
Mexico_Yucatán_Chankom,509,845,354,348,829,224,319,231,901,485,169,138,231,346,290,255,365,"6,838"
Mexico_Yucatán_Chapab,153,152,64,244,109,196,144,74,465,271,26,93,173,83,160,306,320,"3,033"
Mexico_Yucatán_Chemax,"1,089","1,231","1,189",739,671,"2,295",473,696,"3,815",601,"1,409","1,038","1,397","1,350","1,984","1,349","1,188","22,513"
Mexico_Yucatán_Chichimilá,196,155,175,217,132,72,150,179,129,188,159,66,62,173,108,381,109,"2,650"
Mexico_Yucatán_Chicxulub Pueblo,52,10,"1,397",367,16,3,71,11,144,3,9,21,2,2,6,17,6,"2,136"
Mexico_Yucatán_Chikindzonot,316,878,181,325,872,106,267,369,146,310,158,157,267,336,354,283,322,"5,648"
Mexico_Yucatán_Chocholá,185,113,76,162,48,84,70,24,184,62,37,43,70,34,41,30,71,"1,335"
Mexico_Yucatán_Chumayel,54,60,38,147,53,264,105,78,106,182,8,92,67,88,94,89,119,"1,643"
Mexico_Yucatán_Conkal,39,62,164,93,30,92,298,7,290,15,25,27,2,9,30,31,27,"1,242"
Mexico_Yucatán_Cuncunul,71,200,62,121,52,43,74,177,59,121,76,58,63,136,48,104,75,"1,540"
Mexico_Yucatán_Cuzamá,32,76,56,114,66,26,51,13,347,26,19,12,43,17,34,31,45,"1,008"
Mexico_Yucatán_Dzan,42,12,17,61,13,31,9,12,43,66,1,14,10,6,5,11,13,365
Mexico_Yucatán_Dzemul,54,8,243,492,182,11,19,14,27,0,5,10,4,6,6,6,12,"1,099"
Mexico_Yucatán_Dzidzantún,10,5,76,158,94,25,422,24,210,17,12,20,7,19,20,72,41,"1,232"
Mexico_Yucatán_Dzilam González,386,100,227,222,129,231,499,205,427,57,35,563,27,65,81,125,111,"3,490"
Mexico_Yucatán_Dzilam de Bravo,119,30,85,81,16,77,105,54,221,7,13,107,6,7,13,21,62,"1,024"
